username,created_at,likes,comments,shares,views,engagement_rate,post_date,posts_per_day,views_per_video,likes_per_video,comments_per_video,hour,weekday
respect.dohee,2023-01-20 12:07:14+00:00,52,0,2,2712,0.0199115044247787,2023-01-20,1,2712.0,52.0,0.0,12,Friday
klevistx,2025-09-15 20:42:50+00:00,317,55,65,56600,0.0077208480565371,2025-09-15,1,56600.0,317.0,55.0,20,Monday
number2674946,2025-03-30 23:32:33+00:00,51500,161,6910,305900,0.1914710689767898,2025-03-30,1,305900.0,51500.0,161.0,23,Sunday
respect.dohee,2023-01-13 15:23:02+00:00,65,4,7,7211,0.0105394536125364,2023-01-13,1,7211.0,65.0,4.0,15,Friday
carolinendez31,2025-09-28 00:59:17+00:00,106,16,5,11300,0.0112389380530973,2025-09-28,1,11300.0,106.0,16.0,0,Sunday
mamaandherdaughters,2025-04-22 21:03:09+00:00,89900,289,382,504300,0.1795974618282768,2025-04-22,1,504300.0,89900.0,289.0,21,Tuesday
marktakeoverr,2024-05-05 03:27:35+00:00,50700,95,1217,337900,0.1539271973956792,2024-05-05,1,337900.0,50700.0,95.0,3,Sunday
trending.vlog521,2024-12-19 07:58:33+00:00,13600,429,368,294100,0.0489527371642298,2024-12-19,1,294100.0,13600.0,429.0,7,Thursday
ria.officel,2025-02-02 13:31:53+00:00,4625,70,120,835200,0.0057650862068965,2025-02-02,1,835200.0,4625.0,70.0,13,Sunday
alisha_vlogz,2025-12-01 16:01:27+00:00,279,13,19,11900,0.0261344537815126,2025-12-01,1,11900.0,279.0,13.0,16,Monday
noor55.51,2025-11-28 12:37:36+00:00,2464,175,36,87900,0.0304323094425483,2025-11-28,1,87900.0,2464.0,175.0,12,Friday
nadiakvlog0,2025-12-13 11:03:30+00:00,8933,498,2403,865400,0.0136746013404206,2025-12-13,1,865400.0,8933.0,498.0,11,Saturday
hot_vlogs,2025-10-26 09:34:28+00:00,4675,265,460,591500,0.0091293322062552,2025-10-26,1,591500.0,4675.0,265.0,9,Sunday
ramiavlog,2025-07-19 09:29:39+00:00,32300,671,418,937600,0.0356111348122866,2025-07-19,1,937600.0,32300.0,671.0,9,Saturday
kino.vimly,2025-09-29 09:21:10+00:00,3740,355,235,284900,0.0151983151983151,2025-09-29,1,284900.0,3740.0,355.0,9,Monday
anushaa_dhungana,2025-10-23 14:29:13+00:00,953,85,27,17100,0.0622807017543859,2025-10-23,1,17100.0,953.0,85.0,14,Thursday
astro._kn,2025-03-24 23:59:05+00:00,9736,54,2055,404500,0.0292830655129789,2025-03-24,1,404500.0,9736.0,54.0,23,Monday
quyh_uhn,2025-07-30 09:54:20+00:00,1714,35,158,85600,0.0222780373831775,2025-07-30,1,85600.0,1714.0,35.0,9,Wednesday
zoyafamily0_1,2025-11-06 15:19:38+00:00,4056,106,155,121900,0.0354142739950779,2025-11-06,1,121900.0,4056.0,106.0,15,Thursday
uplifted_1999,2025-03-07 11:27:37+00:00,30600,343,3708,1500000,0.0231006666666666,2025-03-07,1,1500000.0,30600.0,343.0,11,Friday
iranaretzz,2025-06-13 00:48:36+00:00,1352,13,525,129100,0.0146398140975987,2025-06-13,1,129100.0,1352.0,13.0,0,Friday
moimagcf41u,2025-12-22 13:13:22+00:00,2662,23,90,737500,0.0037627118644067,2025-12-22,1,737500.0,2662.0,23.0,13,Monday
mjwoww,2025-07-14 23:36:01+00:00,4146,97,191,222500,0.0199280898876404,2025-07-14,1,222500.0,4146.0,97.0,23,Monday
ruruka_13,2025-03-17 22:24:28+00:00,32900,479,368,789900,0.0427231295100645,2025-03-17,1,789900.0,32900.0,479.0,22,Monday
mon7a_sui,2025-09-27 03:11:23+00:00,8407,255,165,426600,0.0206915142991092,2025-09-27,1,426600.0,8407.0,255.0,3,Saturday
lucas.kth,2023-12-15 23:39:27+00:00,30400,105,3230,620600,0.0543586851434096,2023-12-15,1,620600.0,30400.0,105.0,23,Friday
viragadam_,2025-03-01 12:17:38+00:00,14900,87,1655,109000,0.1526788990825688,2025-03-01,1,109000.0,14900.0,87.0,12,Saturday
cairabluemel,2025-06-28 11:17:18+00:00,56000,168,1102,456800,0.1253721541155867,2025-06-28,1,456800.0,56000.0,168.0,11,Saturday
elysianboy,2025-12-25 19:46:27+00:00,16,0,0,860,0.0186046511627906,2025-12-25,1,860.0,16.0,0.0,19,Thursday
_riverafit,2025-06-29 15:59:24+00:00,42800,584,4095,510400,0.093023119122257,2025-06-29,1,510400.0,42800.0,584.0,15,Sunday
quince.fit,2025-04-28 07:30:26+00:00,16300,92,2641,922200,0.0206386900889178,2025-04-28,1,922200.0,16300.0,92.0,7,Monday
laurinwfit,2025-12-03 22:00:09+00:00,50,3,1,705,0.076595744680851,2025-12-03,1,705.0,50.0,3.0,22,Wednesday
iain.conley,2024-04-30 12:39:36+00:00,3571,9,177,70100,0.0535948644793152,2024-04-30,1,70100.0,3571.0,9.0,12,Tuesday
workouttips98,2025-10-11 12:00:00+00:00,1030,10,74,49100,0.0226883910386965,2025-10-11,1,49100.0,1030.0,10.0,12,Saturday
markomaksim,2025-04-25 10:29:21+00:00,3088,130,74,576500,0.0057103209019947,2025-04-25,1,576500.0,3088.0,130.0,10,Friday
malakinolasco,2025-05-14 22:03:48+00:00,2247,13,50,26700,0.0865168539325842,2025-05-14,1,26700.0,2247.0,13.0,22,Wednesday
calvinboling,2024-08-05 00:53:45+00:00,3173,38,73,47600,0.0689915966386554,2024-08-05,1,47600.0,3173.0,38.0,0,Monday
fitbynes5,2024-06-06 20:41:03+00:00,3665,98,216,205000,0.0194097560975609,2024-06-06,1,205000.0,3665.0,98.0,20,Thursday
bradyewlu7q,2025-03-31 22:21:58+00:00,2722,42,112,50000,0.05752,2025-03-31,1,50000.0,2722.0,42.0,22,Monday
chiaracardesii,2024-12-03 21:15:48+00:00,2955,28,327,106500,0.0310798122065727,2024-12-03,1,106500.0,2955.0,28.0,21,Tuesday
gymmarthaa,2025-04-03 16:58:33+00:00,1542,13,44,24500,0.0652653061224489,2025-04-03,1,24500.0,1542.0,13.0,16,Thursday
juliehestaas,2023-10-24 12:04:00+00:00,5296,31,100,160000,0.03391875,2023-10-24,1,160000.0,5296.0,31.0,12,Tuesday
usaaircraf03,2025-07-25 14:24:57+00:00,147,15,24,8741,0.0212790298592838,2025-07-25,1,8741.0,147.0,15.0,14,Friday
sweat_h_ub,2025-07-30 20:45:05+00:00,1076,46,24,336600,0.0034046345811051,2025-07-30,1,336600.0,1076.0,46.0,20,Wednesday
paisjefitnesi,2025-12-26 13:42:04+00:00,4,0,0,476,0.0084033613445378,2025-12-26,1,476.0,4.0,0.0,13,Friday
dimi_gym,2025-12-24 20:35:03+00:00,3,0,0,794,0.0037783375314861,2025-12-24,1,794.0,3.0,0.0,20,Wednesday
dylankieu_,2025-10-15 11:56:55+00:00,322,14,4,4295,0.079161816065192,2025-10-15,1,4295.0,322.0,14.0,11,Wednesday
workout_zone34,2025-12-26 19:00:00+00:00,42,1,1,635,0.0692913385826771,2025-12-26,1,635.0,42.0,1.0,19,Friday
the_ezurike,2025-08-26 09:12:31+00:00,5,1,1,502,0.0139442231075697,2025-08-26,1,502.0,5.0,1.0,9,Tuesday
topiasn,2025-12-26 16:23:07+00:00,843,10,24,5546,0.1581319870176704,2025-12-26,1,5546.0,843.0,10.0,16,Friday
pandafitness7,2025-09-15 14:24:31+00:00,895,3,30,15800,0.0587341772151898,2025-09-15,1,15800.0,895.0,3.0,14,Monday
plugloveteya,2025-12-26 18:27:11+00:00,6,0,0,95,0.0631578947368421,2025-12-26,1,95.0,6.0,0.0,18,Friday
meyouuuno,2025-12-26 17:49:51+00:00,305,2,7,2774,0.1131939437635183,2025-12-26,1,2774.0,305.0,2.0,17,Friday
liftwmills,2025-12-26 14:51:11+00:00,37,13,1,410,0.124390243902439,2025-12-26,1,410.0,37.0,13.0,14,Friday
audrey_fit,2024-06-01 15:34:10+00:00,116400,1482,1337,1300000,0.091706923076923,2024-06-01,1,1300000.0,116400.0,1482.0,15,Saturday
felinescience,2025-06-12 00:45:42+00:00,1501,25,7,31800,0.0482075471698113,2025-06-12,1,31800.0,1501.0,25.0,0,Thursday
tk.3379,2025-02-17 11:48:30+00:00,2901,52,72,478500,0.0063218390804597,2025-02-17,1,478500.0,2901.0,52.0,11,Monday
sleepynanoo,2025-04-23 13:21:52+00:00,16800,213,329,76700,0.2261016949152542,2025-04-23,1,76700.0,16800.0,213.0,13,Wednesday
ash_ashdo,2025-11-11 10:09:58+00:00,91300,452,2532,593200,0.1589413351314902,2025-11-11,1,593200.0,91300.0,452.0,10,Tuesday
kaylanniesoto,2025-11-05 22:46:40+00:00,77900,70,1743,334400,0.2383761961722488,2025-11-05,1,334400.0,77900.0,70.0,22,Wednesday
notedandneat,2025-07-22 09:57:55+00:00,199900,795,5389,952200,0.2164293215710985,2025-07-22,1,952200.0,199900.0,795.0,9,Tuesday
studygr4mrly,2025-10-27 13:28:19+00:00,264400,681,6928,1000000,0.272009,2025-10-27,1,1000000.0,264400.0,681.0,13,Monday
panmowka,2025-10-13 04:58:23+00:00,160300,503,3627,638300,0.2576061413128623,2025-10-13,1,638300.0,160300.0,503.0,4,Monday
f1rti2,2025-08-31 02:13:17+00:00,141200,735,3675,765500,0.1902155453951665,2025-08-31,1,765500.0,141200.0,735.0,2,Sunday
mypreciousdiary8,2023-12-08 11:48:27+00:00,52100,273,282,402800,0.130722442899702,2023-12-08,1,402800.0,52100.0,273.0,11,Friday
girl.idek.111,2024-09-14 08:13:09+00:00,61600,141,733,325700,0.1918145532698802,2024-09-14,1,325700.0,61600.0,141.0,8,Saturday
luna16_c,2025-09-30 05:29:11+00:00,115000,549,2044,592700,0.1984022270963387,2025-09-30,1,592700.0,115000.0,549.0,5,Tuesday
vzy0501,2025-06-19 06:45:09+00:00,105900,443,2220,637400,0.1703216190775023,2025-06-19,1,637400.0,105900.0,443.0,6,Thursday
studywtiffy,2025-07-18 06:16:47+00:00,175700,495,3670,1100000,0.1635136363636363,2025-07-18,1,1100000.0,175700.0,495.0,6,Friday
alvesfrancy920,2025-12-26 22:55:13+00:00,2,0,0,86,0.0232558139534883,2025-12-26,1,86.0,2.0,0.0,22,Friday
pedropabloamado,2025-12-26 23:11:59+00:00,10,1,0,75,0.1466666666666666,2025-12-26,1,75.0,10.0,1.0,23,Friday
sexccblackmff,2025-12-26 23:02:11+00:00,148,3,5,483,0.3229813664596273,2025-12-26,1,483.0,148.0,3.0,23,Friday
kloecsiu,2023-09-10 03:14:24+00:00,98,17,12,37300,0.0034048257372654,2023-09-10,1,37300.0,98.0,17.0,3,Sunday
alishamnow,2025-12-26 23:04:46+00:00,40,1,0,276,0.1485507246376811,2025-12-26,1,276.0,40.0,1.0,23,Friday
emeowie,2025-12-26 22:42:07+00:00,48,8,1,284,0.2007042253521127,2025-12-26,1,284.0,48.0,8.0,22,Friday
justice_rayytv,2025-12-26 22:44:54+00:00,76,7,58,2689,0.0524358497582744,2025-12-26,1,2689.0,76.0,7.0,22,Friday
neyna_dary,2025-12-26 23:03:23+00:00,215,9,0,1143,0.1959755030621172,2025-12-26,1,1143.0,215.0,9.0,23,Friday
rashellthadoll,2025-08-22 22:55:14+00:00,7059,33,51,27900,0.2560215053763441,2025-08-22,1,27900.0,7059.0,33.0,22,Friday
iluvv.harleighhh,2025-11-27 23:09:05+00:00,121600,838,2529,742800,0.1682377490576198,2025-11-27,1,742800.0,121600.0,838.0,23,Thursday
editedbyjoseph,2025-07-31 10:20:26+00:00,84300,252,4328,714400,0.1244120940649496,2025-07-31,1,714400.0,84300.0,252.0,10,Thursday
tenaliso,2025-09-11 14:36:20+00:00,87900,227,1674,349400,0.2570148826559816,2025-09-11,1,349400.0,87900.0,227.0,14,Thursday
yoojinjeong,2025-02-05 17:24:33+00:00,49100,133,857,321100,0.1559950171286203,2025-02-05,1,321100.0,49100.0,133.0,17,Wednesday
luna.kiiimm,2025-12-02 11:28:40+00:00,8027,63,254,48700,0.1713347022587269,2025-12-02,1,48700.0,8027.0,63.0,11,Tuesday
lifeasvall,2025-12-04 04:18:39+00:00,9170,649,259,50200,0.2007569721115537,2025-12-04,1,50200.0,9170.0,649.0,4,Thursday
gae4hrv,2025-11-28 13:46:15+00:00,50900,1215,3515,305300,0.1822142155257124,2025-11-28,1,305300.0,50900.0,1215.0,13,Friday
pnklvr224,2025-04-13 15:12:04+00:00,9658,58,297,77600,0.1290335051546391,2025-04-13,1,77600.0,9658.0,58.0,15,Sunday
studyweve,2025-12-26 14:26:12+00:00,1034,5,5,5217,0.2001150086256469,2025-12-26,1,5217.0,1034.0,5.0,14,Friday
studytok4871,2025-12-22 20:21:33+00:00,806,6,14,4151,0.1989881956155143,2025-12-22,1,4151.0,806.0,6.0,20,Monday
caramel.studyy,2025-12-26 14:00:25+00:00,1147,24,14,7428,0.1595315024232633,2025-12-26,1,7428.0,1147.0,24.0,14,Friday
farraiva,2025-10-11 09:04:18+00:00,20400,34,1319,116500,0.1867210300429184,2025-10-11,1,116500.0,20400.0,34.0,9,Saturday
study_glowx,2025-12-25 19:01:31+00:00,4480,41,78,17000,0.2705294117647059,2025-12-25,1,17000.0,4480.0,41.0,19,Thursday
j3ssica.kwok,2025-11-28 06:05:44+00:00,28800,81,460,123000,0.2385447154471544,2025-11-28,1,123000.0,28800.0,81.0,6,Friday
noemi.ssy,2025-01-02 09:40:39+00:00,2187,4,33,16500,0.1347878787878788,2025-01-02,1,16500.0,2187.0,4.0,9,Thursday
fczn8,2025-12-22 00:03:20+00:00,7691,35,192,49800,0.1589959839357429,2025-12-22,1,49800.0,7691.0,35.0,0,Monday
mairgaret,2025-12-19 19:34:30+00:00,11900,36,249,37000,0.3293243243243243,2025-12-19,1,37000.0,11900.0,36.0,19,Friday
cemreoe,2025-12-08 21:24:35+00:00,45400,82,1331,177200,0.2641817155756207,2025-12-08,1,177200.0,45400.0,82.0,21,Monday
thescentofsummernights,2025-12-25 11:41:14+00:00,4386,278,260,13300,0.3702255639097744,2025-12-25,1,13300.0,4386.0,278.0,11,Thursday
sleep.010,2025-05-29 05:45:07+00:00,29800,152,656,143000,0.214041958041958,2025-05-29,1,143000.0,29800.0,152.0,5,Thursday
yg_omz,2025-04-20 13:32:43+00:00,19300,238,3746,291600,0.0798491083676268,2025-04-20,1,291600.0,19300.0,238.0,13,Sunday
mmd.fitness5,2025-12-24 20:55:45+00:00,10,0,0,727,0.0137551581843191,2025-12-24,1,727.0,10.0,0.0,20,Wednesday
robathletics,2025-12-21 19:25:52+00:00,88,5,4,2108,0.0460151802656546,2025-12-21,1,2108.0,88.0,5.0,19,Sunday
michilife7,2025-12-26 10:08:43+00:00,17,2,1,251,0.0796812749003984,2025-12-26,1,251.0,17.0,2.0,10,Friday
barteksw_,2025-03-27 21:57:21+00:00,4795,26,590,34400,0.1572965116279069,2025-03-27,1,34400.0,4795.0,26.0,21,Thursday
gonzalo.img,2025-07-03 22:36:23+00:00,29200,276,5601,898200,0.0390525495435315,2025-07-03,1,898200.0,29200.0,276.0,22,Thursday
yulia_led_,2025-05-09 08:43:02+00:00,3557,10,983,186800,0.0243576017130621,2025-05-09,1,186800.0,3557.0,10.0,8,Friday
craigbsreviews,2025-12-23 14:46:05+00:00,3,0,0,472,0.0063559322033898,2025-12-23,1,472.0,3.0,0.0,14,Tuesday
kemel.ygz,2025-06-16 16:30:57+00:00,1025,15,61,20200,0.0545049504950495,2025-06-16,1,20200.0,1025.0,15.0,16,Monday
wickpie,2024-12-16 13:06:58+00:00,27000,157,1015,640900,0.0439569355593696,2024-12-16,1,640900.0,27000.0,157.0,13,Monday
rainbow_hairstyling,2021-01-30 17:32:42+00:00,105,3,1,2589,0.0421011973735032,2021-01-30,1,2589.0,105.0,3.0,17,Saturday
geograpyh.geniuse,2025-03-19 16:00:51+00:00,87500,241,1561,1200000,0.0744183333333333,2025-03-19,1,1200000.0,87500.0,241.0,16,Wednesday
evimawete,2025-12-24 17:04:50+00:00,292,12,7,2846,0.1092761770906535,2025-12-24,1,2846.0,292.0,12.0,17,Wednesday
