username,created_at,likes,comments,shares,views,engagement_rate,post_date,posts_per_day,views_per_video,likes_per_video,comments_per_video,hour,weekday
lalunafleurs,2025-11-27 21:11:34+00:00,81000,563,2158,348300,0.2403703703703703,2025-11-27,1,348300.0,81000.0,563.0,21,Thursday
itsssss_ora,2025-12-01 18:20:20+00:00,22500,117,894,136400,0.1723680351906158,2025-12-01,1,136400.0,22500.0,117.0,18,Monday
alishaasngg,2024-04-20 20:03:21+00:00,87800,552,1384,883600,0.1015572657311,2024-04-20,1,883600.0,87800.0,552.0,20,Saturday
ash_vee_,2025-06-27 14:58:28+00:00,316,9,6,12400,0.0266935483870967,2025-06-27,1,12400.0,316.0,9.0,14,Friday
pearlypasjii,2025-08-06 07:30:04+00:00,9332,296,399,463000,0.0216565874730021,2025-08-06,1,463000.0,9332.0,296.0,7,Wednesday
vlog_with_angel.00,2025-04-12 12:43:24+00:00,7586,189,239,387600,0.0206759545923632,2025-04-12,1,387600.0,7586.0,189.0,12,Saturday
dreandken,2025-07-05 21:17:51+00:00,29700,550,448,1100000,0.0279072727272727,2025-07-05,1,1100000.0,29700.0,550.0,21,Saturday
abdoul.karim.keta780,2025-11-01 22:12:05+00:00,48,13,1,470,0.1319148936170212,2025-11-01,1,470.0,48.0,13.0,22,Saturday
trenndinggg,2024-12-09 00:30:00+00:00,510,56,74,94400,0.0067796610169491,2024-12-09,1,94400.0,510.0,56.0,0,Monday
me03319,2025-12-26 22:50:05+00:00,29,1,3,179,0.1843575418994413,2025-12-26,1,179.0,29.0,1.0,22,Friday
kimkardashian,2025-12-26 21:26:37+00:00,115800,498,1755,865800,0.1363513513513513,2025-12-26,1,865800.0,115800.0,498.0,21,Friday
charbelbahous,2025-12-26 23:01:28+00:00,146,6,4,1514,0.1030383091149273,2025-12-26,1,1514.0,146.0,6.0,23,Friday
seullri,2025-12-14 12:00:55+00:00,96000,252,3017,418400,0.2372586042065009,2025-12-14,1,418400.0,96000.0,252.0,12,Sunday
xxtheone,2025-11-23 19:55:52+00:00,47600,109,1031,182700,0.266776135741653,2025-11-23,1,182700.0,47600.0,109.0,19,Sunday
study.motiv.aest,2025-12-14 19:20:03+00:00,117400,218,4144,602700,0.2020275427244068,2025-12-14,1,602700.0,117400.0,218.0,19,Sunday
studytok_40,2025-10-16 21:46:55+00:00,156,0,1,3015,0.0520729684908789,2025-10-16,1,3015.0,156.0,0.0,21,Thursday
studytok_40,2025-10-15 01:39:35+00:00,315,1,1,3037,0.1043793216990451,2025-10-15,1,3037.0,315.0,1.0,1,Wednesday
hervibes84,2025-12-11 13:19:23+00:00,38000,104,1488,197000,0.2009746192893401,2025-12-11,1,197000.0,38000.0,104.0,13,Thursday
academicbarbiee,2025-10-11 17:54:31+00:00,33000,88,2544,225100,0.1582940915148822,2025-10-11,1,225100.0,33000.0,88.0,17,Saturday
joce.erly,2025-11-20 05:20:09+00:00,14900,58,326,126200,0.1211093502377179,2025-11-20,1,126200.0,14900.0,58.0,5,Thursday
anotherhannahhhh,2025-11-16 05:14:29+00:00,3782,18,53,28800,0.1337847222222222,2025-11-16,1,28800.0,3782.0,18.0,5,Sunday
studytok_40,2024-09-09 23:38:36+00:00,18600,70,517,202800,0.0946104536489151,2024-09-09,1,202800.0,18600.0,70.0,23,Monday
oliviamaebarness,2025-06-05 09:11:56+00:00,103700,370,1573,549900,0.1921131114748136,2025-06-05,1,549900.0,103700.0,370.0,9,Thursday
studytok_40,2024-10-14 16:14:36+00:00,45100,136,1580,489400,0.0956599918267266,2024-10-14,1,489400.0,45100.0,136.0,16,Monday
studytoksj,2024-03-12 11:28:40+00:00,7311,49,30,135900,0.0543782192788815,2024-03-12,1,135900.0,7311.0,49.0,11,Tuesday
jordannascollegeapps,2025-08-09 21:19:22+00:00,118100,413,4214,788800,0.1555869675456389,2025-08-09,1,788800.0,118100.0,413.0,21,Saturday
studytok21,2025-05-16 07:25:06+00:00,185200,549,3648,887300,0.2134531725459258,2025-05-16,1,887300.0,185200.0,549.0,7,Friday
aswmarie_,2025-02-27 15:12:34+00:00,32300,424,449,171300,0.1936544074722708,2025-02-27,1,171300.0,32300.0,424.0,15,Thursday
y.veev,2025-11-17 19:36:41+00:00,44100,96,671,212300,0.211337729627885,2025-11-17,1,212300.0,44100.0,96.0,19,Monday
afterlight.jp,2025-12-19 03:54:03+00:00,15400,258,441,79200,0.203270202020202,2025-12-19,1,79200.0,15400.0,258.0,3,Friday
pensandpapercranes,2025-03-30 17:50:01+00:00,96000,655,2308,702500,0.1408725978647687,2025-03-30,1,702500.0,96000.0,655.0,17,Sunday
noelleohanlon,2025-10-10 01:59:07+00:00,107400,107,2151,585500,0.1872894961571306,2025-10-10,1,585500.0,107400.0,107.0,1,Friday
serenapaiege,2025-10-08 17:08:11+00:00,64400,206,472,299500,0.2172888146911519,2025-10-08,1,299500.0,64400.0,206.0,17,Wednesday
studyweve,2025-10-10 15:30:33+00:00,126100,343,2726,577000,0.2238630849220104,2025-10-10,1,577000.0,126100.0,343.0,15,Friday
sl33py_addie,2025-12-20 23:33:39+00:00,16600,54,411,64500,0.2645736434108527,2025-12-20,1,64500.0,16600.0,54.0,23,Saturday
shristi.sapkotaa,2025-10-22 02:36:40+00:00,65200,233,1419,351300,0.1902988898377455,2025-10-22,1,351300.0,65200.0,233.0,2,Wednesday
tiktok,2025-12-20 02:26:22+00:00,58400,1381,845,716000,0.0846731843575419,2025-12-20,1,716000.0,58400.0,1381.0,2,Saturday
yuuk_uu,2025-12-25 08:07:12+00:00,11400,80,328,74200,0.1591374663072776,2025-12-25,1,74200.0,11400.0,80.0,8,Thursday
sisterlicious03,2025-12-22 18:07:28+00:00,49900,228,1713,613200,0.0845417482061317,2025-12-22,1,613200.0,49900.0,228.0,18,Monday
sisterlicious03,2025-12-24 16:28:23+00:00,527,19,18,13400,0.0420895522388059,2025-12-24,1,13400.0,527.0,19.0,16,Wednesday
ebrh17,2025-12-03 06:51:54+00:00,795,96,61,954700,0.0009971718864564,2025-12-03,1,954700.0,795.0,96.0,6,Wednesday
viki_andfamily,2025-12-13 19:01:21+00:00,3021,42,43,87300,0.0355784650630011,2025-12-13,1,87300.0,3021.0,42.0,19,Saturday
reflection.crew,2025-12-23 17:24:45+00:00,2328,15,32,36000,0.0659722222222222,2025-12-23,1,36000.0,2328.0,15.0,17,Tuesday
mamamudeg,2025-12-25 10:21:06+00:00,50,4,1,487,0.1129363449691991,2025-12-25,1,487.0,50.0,4.0,10,Thursday
antituss_only,2025-11-24 15:07:54+00:00,21200,641,3926,236200,0.1090897544453852,2025-11-24,1,236200.0,21200.0,641.0,15,Monday
weltmomente,2025-10-26 19:12:54+00:00,30700,271,1981,1000000,0.032952,2025-10-26,1,1000000.0,30700.0,271.0,19,Sunday
jennyliebtfilme,2025-05-08 16:07:37+00:00,190,0,2,26300,0.0073003802281368,2025-05-08,1,26300.0,190.0,0.0,16,Thursday
gbth19,2025-12-05 06:38:50+00:00,2817,166,165,1300000,0.0024215384615384,2025-12-05,1,1300000.0,2817.0,166.0,6,Friday
lil.lilou.secret,2022-11-10 17:09:18+00:00,33000,2,115,274200,0.1207768052516411,2022-11-10,1,274200.0,33000.0,2.0,17,Thursday
marinaeseniia.mikheeva,2025-11-20 17:52:32+00:00,4111,0,178,424500,0.0101036513545347,2025-11-20,1,424500.0,4111.0,0.0,17,Thursday
funnycatmini,2025-11-03 08:02:55+00:00,386,22,15,101300,0.0041757156959526,2025-11-03,1,101300.0,386.0,22.0,8,Monday
marinaundnora,2025-10-21 17:29:30+00:00,11900,67,1043,504500,0.0257879088206144,2025-10-21,1,504500.0,11900.0,67.0,17,Tuesday
bibilian89,2025-12-18 06:17:23+00:00,3746,96,136,313000,0.0127092651757188,2025-12-18,1,313000.0,3746.0,96.0,6,Thursday
shumaliamalik9,2025-09-21 14:01:46+00:00,14400,1207,3584,475000,0.0404021052631578,2025-09-21,1,475000.0,14400.0,1207.0,14,Sunday
realzam2,2025-07-18 09:44:22+00:00,1220,63,19,82800,0.0157246376811594,2025-07-18,1,82800.0,1220.0,63.0,9,Friday
deathstrokefitness,2025-12-26 17:48:37+00:00,809,17,23,5350,0.1586915887850467,2025-12-26,1,5350.0,809.0,17.0,17,Friday
gym.jester,2025-10-18 19:46:07+00:00,28,1,4,1918,0.0172054223149113,2025-10-18,1,1918.0,28.0,1.0,19,Saturday
amelie.desai,2023-08-09 14:36:13+00:00,136500,530,3814,984200,0.1431050599471652,2023-08-09,1,984200.0,136500.0,530.0,14,Wednesday
gymfts,2025-12-20 12:43:32+00:00,21800,52,4218,613200,0.0425146771037182,2025-12-20,1,613200.0,21800.0,52.0,12,Saturday
don.malvaez,2024-10-29 19:18:53+00:00,37700,428,6113,252400,0.1752812995245641,2024-10-29,1,252400.0,37700.0,428.0,19,Tuesday
gld_anni,2025-11-03 22:19:51+00:00,28800,83,2928,336000,0.0946755952380952,2025-11-03,1,336000.0,28800.0,83.0,22,Monday
cfvlss,2025-09-30 09:53:03+00:00,3199,10,660,24600,0.1572764227642276,2025-09-30,1,24600.0,3199.0,10.0,9,Tuesday
ssskers,2025-10-02 18:36:49+00:00,14900,1277,811,1500000,0.0113253333333333,2025-10-02,1,1500000.0,14900.0,1277.0,18,Thursday
michailidii__,2025-04-06 16:29:07+00:00,4252,153,170,89500,0.0511173184357541,2025-04-06,1,89500.0,4252.0,153.0,16,Sunday
marshall_obichi,2025-10-11 15:23:16+00:00,7945,65,31,243100,0.033076923076923,2025-10-11,1,243100.0,7945.0,65.0,15,Saturday
prankl0rd,2025-01-22 01:52:01+00:00,4122,25,73,55200,0.0764492753623188,2025-01-22,1,55200.0,4122.0,25.0,1,Wednesday
jake_land1994,2024-03-30 10:33:15+00:00,1204,309,104,498000,0.0032469879518072,2024-03-30,1,498000.0,1204.0,309.0,10,Saturday
ai_clip_vibes,2025-12-19 19:46:13+00:00,119,5,36,5997,0.0266800066700016,2025-12-19,1,5997.0,119.0,5.0,19,Friday
annabel.lucinda,2025-03-05 21:40:22+00:00,81200,463,2795,955800,0.0883636744088721,2025-03-05,1,955800.0,81200.0,463.0,21,Wednesday
stephen_sem,2025-12-21 16:31:25+00:00,4242,10,4,16500,0.2579393939393939,2025-12-21,1,16500.0,4242.0,10.0,16,Sunday
topiasn,2025-12-20 18:44:06+00:00,47300,143,2576,523200,0.0956020642201834,2025-12-20,1,523200.0,47300.0,143.0,18,Saturday
pandafitness7,2025-08-18 14:29:23+00:00,73000,190,3349,614400,0.1245751953125,2025-08-18,1,614400.0,73000.0,190.0,14,Monday
twins.of.tiktokbackup,2025-12-24 15:40:50+00:00,2865,19,3,17600,0.1640340909090909,2025-12-24,1,17600.0,2865.0,19.0,15,Wednesday
sammbruno_,2024-04-21 15:09:41+00:00,115400,839,6257,1200000,0.10208,2024-04-21,1,1200000.0,115400.0,839.0,15,Sunday
musclemamiabii,2025-12-26 21:33:13+00:00,200,4,1,1181,0.1735817104149026,2025-12-26,1,1181.0,200.0,4.0,21,Friday
trenborina,2025-12-24 15:07:15+00:00,3632,41,168,27500,0.1396727272727272,2025-12-24,1,27500.0,3632.0,41.0,15,Wednesday
topiasn,2025-12-18 17:54:00+00:00,2075,21,89,19500,0.112051282051282,2025-12-18,1,19500.0,2075.0,21.0,17,Thursday
sarah.fht,2024-12-24 21:35:47+00:00,6643,69,578,342900,0.021259842519685,2024-12-24,1,342900.0,6643.0,69.0,21,Tuesday
topiasn,2025-12-19 14:37:25+00:00,1217,13,22,13100,0.0955725190839694,2025-12-19,1,13100.0,1217.0,13.0,14,Friday
lea.ttttt,2025-09-11 16:16:35+00:00,1964,15,35,40200,0.0500995024875621,2025-09-11,1,40200.0,1964.0,15.0,16,Thursday
eboqodtt,2025-11-06 13:41:38+00:00,9401,62,1375,702200,0.0154343491882654,2025-11-06,1,702200.0,9401.0,62.0,13,Thursday
kevingym27,2025-04-06 18:22:15+00:00,28100,171,909,417200,0.0699424736337488,2025-04-06,1,417200.0,28100.0,171.0,18,Sunday
aliyseciana,2025-12-12 22:27:19+00:00,1504,19,12,19600,0.0783163265306122,2025-12-12,1,19600.0,1504.0,19.0,22,Friday
fitxnesss,2025-12-09 08:10:32+00:00,756,11,55,9368,0.0877455166524338,2025-12-09,1,9368.0,756.0,11.0,8,Tuesday
fitnessrex,2025-12-18 11:17:56+00:00,387,7,125,6343,0.0818224814756424,2025-12-18,1,6343.0,387.0,7.0,11,Thursday
trici_ann,2025-03-27 16:45:43+00:00,99800,412,1352,1100000,0.092330909090909,2025-03-27,1,1100000.0,99800.0,412.0,16,Thursday
imlovinggelle,2025-07-06 02:54:36+00:00,87000,506,1326,489200,0.1815862632869991,2025-07-06,1,489200.0,87000.0,506.0,2,Sunday
___sheun__,2025-12-12 10:38:42+00:00,12200,160,347,93200,0.1363412017167382,2025-12-12,1,93200.0,12200.0,160.0,10,Friday
jaswinterr,2025-09-26 19:31:31+00:00,33600,109,706,199800,0.1722472472472472,2025-09-26,1,199800.0,33600.0,109.0,19,Friday
teilahtequila,2025-05-07 01:04:00+00:00,230800,640,5332,1100000,0.2152472727272727,2025-05-07,1,1100000.0,230800.0,640.0,1,Wednesday
madiisawesomeeeee,2025-04-23 23:39:09+00:00,222200,220,1301,1500000,0.1491473333333333,2025-04-23,1,1500000.0,222200.0,220.0,23,Wednesday
tenaliso,2025-09-07 14:39:38+00:00,243800,1245,5275,931900,0.2686125120721107,2025-09-07,1,931900.0,243800.0,1245.0,14,Sunday
avasellee,2025-08-20 08:21:44+00:00,40200,391,965,345800,0.1201735106998264,2025-08-20,1,345800.0,40200.0,391.0,8,Wednesday
notlucascruz,2025-12-11 12:52:20+00:00,88900,419,4449,815800,0.1149399362588869,2025-12-11,1,815800.0,88900.0,419.0,12,Thursday
hallesoswag,2025-04-03 17:18:46+00:00,25700,115,32,153500,0.1683843648208469,2025-04-03,1,153500.0,25700.0,115.0,17,Thursday
ciaralillyyy,2025-03-03 00:37:26+00:00,107100,57,174,599900,0.1789148191365227,2025-03-03,1,599900.0,107100.0,57.0,0,Monday
godsbeloved__,2025-07-26 22:24:50+00:00,28000,639,1109,223700,0.1329816718819848,2025-07-26,1,223700.0,28000.0,639.0,22,Saturday
twins.ma_mi,2025-12-26 23:10:46+00:00,47,1,7,308,0.1785714285714285,2025-12-26,1,308.0,47.0,1.0,23,Friday
studytok_40,2024-10-30 23:06:06+00:00,14100,97,320,174200,0.0833352468427095,2024-10-30,1,174200.0,14100.0,97.0,23,Wednesday
dianaglowingdiaries,2025-12-24 12:02:36+00:00,346,12,4,3805,0.0951379763469119,2025-12-24,1,3805.0,346.0,12.0,12,Wednesday
afterlight.jp,2025-12-25 05:50:46+00:00,37500,971,1849,123000,0.3278048780487805,2025-12-25,1,123000.0,37500.0,971.0,5,Thursday
barbarasereno,2025-02-17 18:51:17+00:00,10100,17,87,76900,0.1326918075422626,2025-02-17,1,76900.0,10100.0,17.0,18,Monday
boujeeebeee,2024-12-07 18:33:45+00:00,96200,264,2705,601000,0.1650066555740432,2024-12-07,1,601000.0,96200.0,264.0,18,Saturday
vvrightzs,2025-07-11 16:10:18+00:00,5403,16,78,41300,0.1330992736077481,2025-07-11,1,41300.0,5403.0,16.0,16,Friday
freya.loren,2025-04-07 14:39:11+00:00,22100,54,238,225400,0.0993433895297249,2025-04-07,1,225400.0,22100.0,54.0,14,Monday
fczn8,2025-12-25 20:39:39+00:00,2110,15,50,16100,0.1350931677018633,2025-12-25,1,16100.0,2110.0,15.0,20,Thursday
colettesdiaries,2025-12-22 01:08:31+00:00,41400,179,1493,195300,0.2205427547363031,2025-12-22,1,195300.0,41400.0,179.0,1,Monday
rania_brj,2024-09-14 15:20:36+00:00,16500,65,358,75900,0.2229644268774703,2024-09-14,1,75900.0,16500.0,65.0,15,Saturday
mg_byy,2024-08-25 08:58:24+00:00,62900,770,1053,260400,0.2485522273425499,2024-08-25,1,260400.0,62900.0,770.0,8,Sunday
tiffanyywhitney,2025-12-24 19:29:56+00:00,41000,11,3375,151800,0.2923978919631093,2025-12-24,1,151800.0,41000.0,11.0,19,Wednesday
thisaccissecret67,2025-01-19 21:43:24+00:00,143000,1612,3415,781100,0.1895109461016515,2025-01-19,1,781100.0,143000.0,1612.0,21,Sunday
yourfavinfluu,2025-09-02 21:09:23+00:00,85900,28,3783,568300,0.1578585254267112,2025-09-02,1,568300.0,85900.0,28.0,21,Tuesday
r3m._x,2025-12-23 03:23:27+00:00,790,2,23,3943,0.2066954095866091,2025-12-23,1,3943.0,790.0,2.0,3,Tuesday
alexarmstead,2025-05-30 00:08:58+00:00,27000,57,690,247600,0.1120638126009693,2025-05-30,1,247600.0,27000.0,57.0,0,Friday
spencetiktoklegend,2024-04-10 04:13:03+00:00,163200,496,3238,1500000,0.1112893333333333,2024-04-10,1,1500000.0,163200.0,496.0,4,Wednesday
riyii_,2025-12-26 23:18:27+00:00,978,68,33,6283,0.1717332484481935,2025-12-26,1,6283.0,978.0,68.0,23,Friday
jnglert,2024-09-12 19:01:11+00:00,164800,256,3502,1200000,0.140465,2024-09-12,1,1200000.0,164800.0,256.0,19,Thursday
fypfilmmovie,2025-12-08 02:41:14+00:00,83400,332,643,912600,0.0924556213017751,2025-12-08,1,912600.0,83400.0,332.0,2,Monday
anaami.i,2025-12-26 23:01:05+00:00,72,0,2,418,0.1770334928229665,2025-12-26,1,418.0,72.0,0.0,23,Friday
reese_hatala,2025-12-26 23:12:10+00:00,78,3,0,466,0.1738197424892703,2025-12-26,1,466.0,78.0,3.0,23,Friday
maxul34,2025-12-26 22:54:57+00:00,991,22,74,7429,0.14631848162606,2025-12-26,1,7429.0,991.0,22.0,22,Friday
arrest_them_,2025-12-26 22:47:09+00:00,94,3,0,349,0.2779369627507163,2025-12-26,1,349.0,94.0,3.0,22,Friday
s3u.ivy3,2025-12-26 22:51:21+00:00,124,4,0,416,0.3076923076923077,2025-12-26,1,416.0,124.0,4.0,22,Friday
rainynightsin,2025-12-26 22:46:46+00:00,155,2,5,927,0.174757281553398,2025-12-26,1,927.0,155.0,2.0,22,Friday
fsffilms,2025-12-26 22:49:43+00:00,68,2,3,434,0.1682027649769585,2025-12-26,1,434.0,68.0,2.0,22,Friday
cauan.wilhelm,2025-12-26 23:09:47+00:00,163,10,1,740,0.2351351351351351,2025-12-26,1,740.0,163.0,10.0,23,Friday
jul.1aaxx,2025-12-26 23:06:16+00:00,76,1,0,460,0.1673913043478261,2025-12-26,1,460.0,76.0,1.0,23,Friday
amiraaus.01,2024-03-22 18:48:10+00:00,20500,99,338,115500,0.1812727272727272,2024-03-22,1,115500.0,20500.0,99.0,18,Friday
jxnx0106,2022-12-20 16:48:50+00:00,5219,86,87,42400,0.1271698113207547,2022-12-20,1,42400.0,5219.0,86.0,16,Tuesday
gld_anni,2025-06-11 21:26:45+00:00,13600,40,805,230100,0.0627770534550195,2025-06-11,1,230100.0,13600.0,40.0,21,Wednesday
wejden40,2025-08-23 14:59:52+00:00,3677,17,229,121100,0.0323947151114781,2025-08-23,1,121100.0,3677.0,17.0,14,Saturday
szkdlauraaa,2025-10-12 20:32:17+00:00,9608,271,1776,955500,0.0121978021978021,2025-10-12,1,955500.0,9608.0,271.0,20,Sunday
ttlegirlz73,2025-10-10 16:30:41+00:00,747,13,44,37900,0.0212137203166226,2025-10-10,1,37900.0,747.0,13.0,16,Friday
alinaa.rfyc,2025-02-25 06:36:29+00:00,6432,117,298,65000,0.1053384615384615,2025-02-25,1,65000.0,6432.0,117.0,6,Tuesday
ooooobnejnx,2025-07-27 07:09:17+00:00,671,52,77,171800,0.0046565774155995,2025-07-27,1,171800.0,671.0,52.0,7,Sunday
callmebelly666,2025-11-12 11:58:35+00:00,7700,81,1105,258200,0.0344151820294345,2025-11-12,1,258200.0,7700.0,81.0,11,Wednesday
marcel.hna,2025-12-17 16:31:53+00:00,52,2,1,1367,0.0402340892465252,2025-12-17,1,1367.0,52.0,2.0,16,Wednesday
karolinevollstad,2025-12-25 16:54:28+00:00,18200,68,488,64700,0.2898918083462133,2025-12-25,1,64700.0,18200.0,68.0,16,Thursday
willowpickle444,2025-12-02 02:59:46+00:00,11900,41,194,49700,0.2441649899396378,2025-12-02,1,49700.0,11900.0,41.0,2,Tuesday
aishazakhoo,2025-12-20 16:12:38+00:00,4274,400,335,267500,0.0187252336448598,2025-12-20,1,267500.0,4274.0,400.0,16,Saturday
dr_rezi,2025-08-16 17:18:36+00:00,6076,224,147,462800,0.0139304235090751,2025-08-16,1,462800.0,6076.0,224.0,17,Saturday
tiantian9903,2025-07-09 08:06:39+00:00,1894,101,33,61100,0.0331914893617021,2025-07-09,1,61100.0,1894.0,101.0,8,Wednesday
rizwanalam5000,2020-06-30 03:07:34+00:00,292,120,23,31300,0.0138977635782747,2020-06-30,1,31300.0,292.0,120.0,3,Tuesday
celinamehak,2025-11-02 02:24:17+00:00,2501,235,60,296700,0.0094236602628918,2025-11-02,1,296700.0,2501.0,235.0,2,Sunday
ssddjhejeau,2025-09-30 09:58:20+00:00,1411,43,44,34800,0.0430459770114942,2025-09-30,1,34800.0,1411.0,43.0,9,Tuesday
faisalgurmani00786,2025-06-18 05:40:15+00:00,451,63,6,45100,0.0115299334811529,2025-06-18,1,45100.0,451.0,63.0,5,Wednesday
oops.vika,2025-07-04 21:10:19+00:00,1753,157,120,202900,0.0100049285362247,2025-07-04,1,202900.0,1753.0,157.0,21,Friday
grivinaa,2025-09-17 02:01:15+00:00,427,37,8,15600,0.0302564102564102,2025-09-17,1,15600.0,427.0,37.0,2,Wednesday
bibilian89,2025-10-06 12:22:13+00:00,1041,58,18,102800,0.0108657587548638,2025-10-06,1,102800.0,1041.0,58.0,12,Monday
themelcshow,2025-10-25 16:37:50+00:00,98,9,15,8385,0.0145497912939773,2025-10-25,1,8385.0,98.0,9.0,16,Saturday
tk080601dke,2025-09-13 14:41:37+00:00,77,6,5,40400,0.0021782178217821,2025-09-13,1,40400.0,77.0,6.0,14,Saturday
respectarmy7,2025-11-17 16:36:56+00:00,5597,302,643,375200,0.0174360341151385,2025-11-17,1,375200.0,5597.0,302.0,16,Monday
funnyeonis,2025-11-17 09:39:59+00:00,903,54,35,188700,0.0052570217276099,2025-11-17,1,188700.0,903.0,54.0,9,Monday
cutebaby88244,2025-08-25 10:05:03+00:00,452,112,8,105200,0.0054372623574144,2025-08-25,1,105200.0,452.0,112.0,10,Monday
gomdoday,2025-11-10 00:20:42+00:00,283,19,14,15500,0.0203870967741935,2025-11-10,1,15500.0,283.0,19.0,0,Monday
klea.delf,2025-11-08 16:59:09+00:00,242,19,13,20600,0.0133009708737864,2025-11-08,1,20600.0,242.0,19.0,16,Saturday
lastnightsrain,2025-12-18 15:02:12+00:00,33800,100,989,118100,0.2954191363251481,2025-12-18,1,118100.0,33800.0,100.0,15,Thursday
babydollay7,2025-12-25 23:33:01+00:00,8303,74,115,25300,0.3356521739130435,2025-12-25,1,25300.0,8303.0,74.0,23,Thursday
samihatx,2025-12-17 19:42:32+00:00,21200,45,459,105400,0.2059203036053131,2025-12-17,1,105400.0,21200.0,45.0,19,Wednesday
cm2.ofc,2025-12-26 23:14:52+00:00,21,0,0,610,0.0344262295081967,2025-12-26,1,610.0,21.0,0.0,23,Friday
eliemagic,2025-03-28 17:51:44+00:00,51300,223,575,572800,0.0909532122905028,2025-03-28,1,572800.0,51300.0,223.0,17,Friday
labebaviraloficial,2025-12-26 22:31:07+00:00,21,4,1,477,0.0545073375262054,2025-12-26,1,477.0,21.0,4.0,22,Friday
y3d1dya,2025-06-26 16:34:13+00:00,203600,1370,5587,830500,0.253530403371463,2025-06-26,1,830500.0,203600.0,1370.0,16,Thursday
vviral24,2025-02-19 01:00:00+00:00,747,31,36,73400,0.0110899182561307,2025-02-19,1,73400.0,747.0,31.0,1,Wednesday
dulcemar1988,2025-12-26 22:40:02+00:00,94,6,1,556,0.1816546762589928,2025-12-26,1,556.0,94.0,6.0,22,Friday
vviral24,2025-02-15 01:00:00+00:00,4540,266,362,298000,0.0173422818791946,2025-02-15,1,298000.0,4540.0,266.0,1,Saturday
its_nessa_j,2025-12-26 22:25:09+00:00,5,0,0,38,0.131578947368421,2025-12-26,1,38.0,5.0,0.0,22,Friday
fyp,2024-10-07 15:33:00+00:00,143200,639,1534,1500000,0.0969153333333333,2024-10-07,1,1500000.0,143200.0,639.0,15,Monday
lynn.juna,2025-12-22 19:59:47+00:00,19600,50,165,99700,0.1987462387161484,2025-12-22,1,99700.0,19600.0,50.0,19,Monday
urfav.tines,2025-12-24 16:09:39+00:00,5978,88,310,35000,0.1821714285714285,2025-12-24,1,35000.0,5978.0,88.0,16,Wednesday
eiriniosmnl,2024-11-03 15:31:04+00:00,2756,48,109,27000,0.1078888888888889,2024-11-03,1,27000.0,2756.0,48.0,15,Sunday
amiah.lucas,2025-10-31 04:39:22+00:00,912,20,20,167000,0.0057005988023952,2025-10-31,1,167000.0,912.0,20.0,4,Friday
ilya.roney,2025-10-16 08:40:44+00:00,10200,88,191,810000,0.012937037037037,2025-10-16,1,810000.0,10200.0,88.0,8,Thursday
vale.hauser,2024-08-20 17:22:14+00:00,114000,192,2350,971700,0.1199361942986518,2024-08-20,1,971700.0,114000.0,192.0,17,Tuesday
goxxzhu,2025-12-21 20:36:46+00:00,597,10,99,39500,0.0178734177215189,2025-12-21,1,39500.0,597.0,10.0,20,Sunday
eemlyy,2025-11-30 20:21:30+00:00,7670,34,110,39100,0.199846547314578,2025-11-30,1,39100.0,7670.0,34.0,20,Sunday
asdezaa,2025-12-11 22:45:08+00:00,26600,291,703,109100,0.2529239230064161,2025-12-11,1,109100.0,26600.0,291.0,22,Thursday
gymfts,2025-12-25 19:16:39+00:00,2669,4,557,108300,0.0298245614035087,2025-12-25,1,108300.0,2669.0,4.0,19,Thursday
recfit,2025-11-08 21:03:01+00:00,5292,28,383,131400,0.0434018264840182,2025-11-08,1,131400.0,5292.0,28.0,21,Saturday
gymfts,2025-12-26 14:43:45+00:00,794,4,177,26400,0.0369318181818181,2025-12-26,1,26400.0,794.0,4.0,14,Friday
recfit,2025-02-05 14:05:00+00:00,44400,168,566,1300000,0.0347184615384615,2025-02-05,1,1300000.0,44400.0,168.0,14,Wednesday
emily.fit32,2025-12-26 13:57:19+00:00,16,0,0,469,0.0341151385927505,2025-12-26,1,469.0,16.0,0.0,13,Friday
minimalvibes1,2025-02-12 17:48:08+00:00,55,3,0,491,0.1181262729124236,2025-02-12,1,491.0,55.0,3.0,17,Wednesday
dollface.millie,2025-12-26 15:23:34+00:00,335,29,0,3719,0.0978757730572734,2025-12-26,1,3719.0,335.0,29.0,15,Friday
iamquettab,2025-12-26 17:52:11+00:00,31,11,0,245,0.1714285714285714,2025-12-26,1,245.0,31.0,11.0,17,Friday
cuteandfit,2025-12-26 21:23:23+00:00,55,2,1,349,0.166189111747851,2025-12-26,1,349.0,55.0,2.0,21,Friday
brenotbri_,2024-06-29 00:58:37+00:00,21500,123,350,287400,0.0764544189283229,2024-06-29,1,287400.0,21500.0,123.0,0,Saturday
gym.jester,2025-10-19 06:46:39+00:00,24,0,1,429,0.0582750582750582,2025-10-19,1,429.0,24.0,0.0,6,Sunday
pushupman405,2025-12-26 22:23:49+00:00,91,5,4,1278,0.0782472613458529,2025-12-26,1,1278.0,91.0,5.0,22,Friday
waus.purd,2023-07-03 17:13:14+00:00,252100,623,3132,1500000,0.17057,2023-07-03,1,1500000.0,252100.0,623.0,17,Monday
danbenches,2025-12-26 23:01:48+00:00,99,4,2,776,0.1353092783505154,2025-12-26,1,776.0,99.0,4.0,23,Friday
academichelp.eu,2025-12-22 15:57:48+00:00,5129,54,99,24000,0.2200833333333333,2025-12-22,1,24000.0,5129.0,54.0,15,Monday
